ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGID	ALIGNMENT
13945	ps	(animal) fat	*ṯarb-	θarb-	θ a r b		1479	θ a r - b -
10392	parm	(animal) fat, fatness	*šumnā	ʃumnaː	ʃ u m n aː		1061	ʃ u m n aː
16852	jibbali	(animal) to make water	ḏ̣aḥám	ðˤaħám	ðˤ a ħ á m		1923	ðˤ a ħ á m
12289	syriac	(ap.) to consecrate, devote	ḥrm	ħrm	ħ r m		1267	- ħ - r - m -
16102	jewishbabylonianaramaic	(ap.) to deposit money, objects of value for safekeeping; (pa.) to assign, to put in charge; to command, to order	pḳd	pqˤd	p qˤ d		1823	p - - qˤ - - d -
9056	jewishpalestinianaramaic	(aph). to afflict, make sad	dwy	dwj	d w j		939	- d - - w - j -
17355	syriac	(aph.) depulit; prohibuit, defendit (to repel; to prohibit)	wgy	wgj	w g j		1997	w - g - j -
17689	christianpalestinianaramaic	(aph.) to add	ysp	jsp	j s p		2029	j s - p - -
17690	jewishbabylonianaramaic	(aph.) to add, to increase	ysp	jsp	j s p		2029	j s - p - -
17688	jewishpalestinianaramaic	(aph.) to add, to increase	ysp	jsp	j s p		2029	j s - p - -
17691	syriac	(aph.) to add, to increase	ysp	jsp	j s p		2029	j s - p - -
2622	jewishbabylonianaramaic	(aph.) to bequeth, to take possession	ḥsn	ħsn	ħ s n		201	ħ s - n
3766	jewishpalestinianaramaic	(aph.) to bring	ybl	jbl	j b l		353	j - - b - l -
12153	palmyrean	(aph.) to cause to understand	byn	bjn	b j n		1252	- - b - - j - n - -
8974	mandaic	(aph.) to frighten, torment	hwḳ, ˁwḳ	hwqˤ	h w qˤ		932	h - - w - qˤ -
163	jewishpalestinianaramaic	(aph.) to give drink, to irrigate	šḳy	ʃqˤj	ʃ qˤ j		9	- - ʃ - qˤ - j -
165	syriac	(aph.) to give drink, to irrigate	šḳy	ʃqˤj	ʃ qˤ j		9	- - ʃ - qˤ - j -
11397	syriac	(aph.) to make dwell	gnn	gnn	g n n		1175	- g - - n - n -
16506	christianpalestinianaramaic	(aph.) to put	sym	sjm	s j m		1871	- - s - - j - m -
9140	syriac	(aph.) to scoff, mock; to despise, disdain; to praise	hll	hll	h l l		948	- - - h - - l - l -
3586	jewishbabylonianaramaic	(aph.) to set on fire	yḳd	jqˤd	j qˤ d		341	j qˤ - d -
2198	syriac	(aph.) to whistle, hiss; to whisper to; to play; to shine	šrḳ	ʃrqˤ	ʃ r qˤ		156	ʃ r qˤ
10700	pws	(area including) cheek-bone and eye-socket	*gu/in-, *ˀ/wVgn-	gu	g u		1097	- - g - u - - - -
4141	ugaritic	(basic stem) to accept or perform a property transfer, to succeed, to effect an exchange of goods; (intensive stem) to place obstacles, traps, to oppose	ˁḳb	ʕqˤb	ʕ qˤ b		394	ʕ - - - qˤ - - b -
8852	jibbali	(camel) to trot	kédé	kédé	k é d é		915	k é d é - -
2805	hebrew	(city) wall	ḥōmā	ħoːmaː	ħ oː m aː		238	- ħ oː m aː - - - -
17615	akkadian	(city) wall	dūru	duːru	d uː r u		2023	- d uː - r u - -
2159	arabic	(clarified) butter	samn-	samn-	s a m n		150	s a m - n -
1705	hebrew	(coll.) bird, winged creature; (sg.) individual bird	ṣippōr	sˤippoːr	sˤ i p p oː r		106	sˤ i p p oː r - - -
7912	hertevin	(coll.) hair	perča	perča	p e r č a		831	p e r č a -
11824	arabic	(coll.) nerfs	ˁaṣab-	ʕasˤab-	ʕ a sˤ a b		1216	ʕ a - sˤ a b - -
5207	arabic	(cooking) pit	burat-	burat-	b u r a t		534	b u - - - r a t
13676	jibbali	(corpse) to be buried	rɔ́tgəm	rɔ́tgəm	r ɔ́ t g ə m		1421	- - r ɔ́ t g ə m - -
13410	mehri	(cow's) shoulderblade	məḳərfēt	məqˤərfeːt	m ə qˤ ə r f eː t		1382	m ə qˤ ə r - f eː t
3167	pc	(cultivated) field	*ŝaday-	ɬadaj-	ɬ a d a j		288	ɬ a d a j
15184	ps	(dead) body, back (of body)	*gVn(ā)z(-at)-	g-nz-	g n z		1683	g - n - z - - -
1151	ps	(deictic element)	*hanni-	hanni-	h a n n i		60	h a n n i - - - -
9491	jibbali	(donkey) to bray; (monster; wild beast) to roar	nɛhέḳ	nɛheqˤ	n ɛ h e qˤ		973	n ɛ h e qˤ - - - -
9642	ps	(dry cow's) dung	*kVbVw-	k-b-w-	k b w		986	k - b - w -
653	biblicalaramaic	(du. suff. 3 ms) knee	ˀarkubbāṯēh	ʔarkubbaːθeːh	ʔ a r k u b b aː θ eː h		32	ʔ a r - k u b b aː θ eː h
633	biblicalaramaic	(du. suff. 3ms) knee	birkōhī	birkoːhiː	b i r k oː h iː		31	b i r - k oː h iː
18365	hebrew	(du.) millstone	rēḥayim	reːħajim	r eː ħ a j i m		2157	- r eː ħ a j i m
18364	ugaritic	(du.) millstone	rḥm	rħm	r ħ m		2157	- r - ħ - - - m
6037	ebla	(equid)	ku₁₇-da-núm	ku₁₇-da-núm	k u ¹₇ d a n ú m		617	k u ¹₇ - - - d a n - ú m
9257	mandaic	(ethpa.) to be healthy, to recover health, to be cured	hlm	hlm	h l m		956	h - - l - m -
2732	syriac	(etp.) to be drawn together, pressed together	ˁms	ʕms	ʕ m s		220	ʕ - m s -
17135	syriac	(etp.) to come to light; (aph.) to uncover	blṣ	blsˤ	b l sˤ		1971	b - - l - sˤ -
5265	syriac	(etp.) to get a respite	npš	npʃ	n p ʃ		540	- - n - - p - ʃ - -
9235	syriac	(etp.) to pollute	ḥlmlm	ħlmlm	ħ l m l m		954	- ħ - - - l - m l m -
8717	mandaic	(etpe.) to bear a child, bring forth	yld	jld	j l d		901	j - l - - d -
16070	syriac	(etpe.) to have a bulging eye	blṭ	bltˤ	b l tˤ		1817	b l tˤ
17692	mandaic	(ettaf.) to be added	yzp	jzp	j z p		2029	j z - p - -
2431	syriac	(ettap.) to continue; to stay	ˀmn	ʔmn	ʔ m n		187	ʔ - - m - n - -
3974	syriac	(f. ˀarwānītā) calf, heifer	ˀarwānā	ʔarwaːnaː	ʔ a r w aː n aː		374	ʔ a - r w aː - n aː
13562	maalula	(f.) schwanger (pregnant)	beṭna	betˤna	b e tˤ n a		1396	b e tˤ n a
6411	mehri	(female) monitor lizard	ẑəbbīt	zəbbiːt	z ə b b iː t		656	z ə b b iː t
4046	sabaic	(female) mountain goat, ibex	ˀrwy-n	ʔrwj-n	ʔ r w j n		382	ʔ - r w - j n - -
15636	ps	(feminine) genital organ, uterus	*ḥann(-at)-	ħann-	ħ a n n		1759	ħ a n n - - -
187	hertevin	(finger, toe) nail	ṭepra	tˤepra	tˤ e p r a		10	tˤ e - p - r - - a
13883	jibbali	(flocks) to give milk to their young	elˁéb	elʕéb	e l ʕ é b		1463	- e l ʕ é b -
2583	ps	(front part of) body; chest, belly; interior	*gaw(w)iˀ-	gawiʔ-	g a w i ʔ		199	g a - w i - ʔ -
5904	harsusi	(fully grown) m. goat	tāyeh	taːjeh	t aː j e h		604	t aː j e h - -
5902	mehri	(fully grown) male goat	táyh	tájh	t á j h		604	t á j - h - -
18046	akkadian	(green) dry mucus, nasal discharge	ḫaṣartu	xasˤartu	x a sˤ a r t u		2089	x a sˤ a r - t u
12064	arabic	(he is) still	ˁād(a)	ʕaːd	ʕ aː d		1242	ʕ aː d -
12063	biblicalaramaic	(he is) still	ˁōd	ʕoːd	ʕ oː d		1242	ʕ oː d -
12065	geez	(he is) still	ˁādi	ʕaːdi	ʕ aː d i		1242	ʕ aː d i
12062	hebrew	(he is) still	ˁōd	ʕoːd	ʕ oː d		1242	ʕ oː d -
12068	jibbali	(he is) still	ˁɔd	ʕɔd	ʕ ɔ d		1242	ʕ ɔ d -
12067	mehri	(he is) still	ˀād	ʔaːd	ʔ aː d		1242	ʔ aː d -
12061	pws	(he is) still	*ˁād-	ʕaːd-	ʕ aː d		1242	ʕ aː d -
3852	ugaritic	(head of) cattle; bullock; yearling calf, young (head of) cattle	ˀalp	ʔalp	ʔ a l p		362	ʔ a l - p -
2357	jibbali	(hen's) egg	ḳɔḥlət	qˤɔħlət	qˤ ɔ ħ l ə t		176	- - - qˤ ɔ - ħ - l - ə t
9612	hebrew	(hip. part.) to pass water, urinate	maštīn	maʃtiːn	m a ʃ t iː n		984	m a ʃ t iː - n - - - -
11078	hebrew	(hip.) to be darkened, black	ˁlm	ʕlm	ʕ l m		1130	- - ʕ - l m - -
3762	hebrew	(hip.) to bring	ybl	jbl	j b l		353	j - - b - l -
11896	hebrew	(hip.) to drive back, (pi.) to turn aside	dbr	dbr	d b r		1225	- - d - - b - r -
8971	hebrew	(hip.) to harass, press hard; to drive someone into a corner	ṣwḳ	sˤwqˤ	sˤ w qˤ		932	sˤ - - w - qˤ -
17365	hebrew	(hip.) to move to and fro, to brandish	nwp	nwp	n w p		1999	n w p
3772	hebrew	(hip.) to multiply	kbr	kbr	k b r		354	- - k - - b - r - -
11106	hebrew	(hip.) to profane	ḥll	ħll	ħ l l		1135	- ħ - - l - l -
12288	hebrew	(hip.) to put under a ban	ḥrm	ħrm	ħ r m		1267	- ħ - r - m -
3110	hebrew	(hip.) to reach, to obtain, to find; to offer	pwḳ	pwqˤ	p w qˤ		276	- - - p - - w qˤ - -
9254	hebrew	(hip.) to restore to health	ḥlm	ħlm	ħ l m		956	ħ - - l - m -
13389	hebrew	(hip.) to shine, to be bright	bhr	bhr	b h r		1380	- - b - h - r - -
17009	hebrew	(hip.) to strike down, to wipe out	pˀy	pʔj	p ʔ j		1949	p ʔ j
12479	hebrew	(hip.) to strike, to smite	nky	nkj	n k j		1288	- n - k - j -
14796	hebrew	(hip.) to throw far	ṭwl	tˤwl	tˤ w l		1615	tˤ - - w - l -
17354	hebrew	(hip.) to torment, to grieve	ygy	jgj	j g j		1997	j - g - j -
10959	hebrew	(hitp.) to gasp for breath, groan	ypḥ	jpħ	j p ħ		1118	j p - ħ - -
17859	hebrew	(hitp.) to lean against	rpḳ	rpqˤ	r p qˤ		2046	r - - p - qˤ - - -
11598	hebrew	(hitp.) to take one’s stand	yṣb	jsˤb	j sˤ b		1197	j - sˤ - - b - -
9368	hebrew	(hitpa.) to scrape oneself	grd	grd	g r d		967	- g - - r - d - -
9090	hebrew	(hitpo.) to vomit loudly	gˁš	gʕʃ	g ʕ ʃ		945	- - g - - ʕ - ʃ -
18312	biblicalaramaic	(hof.) to be reestablished	tḳn	tqˤn	t qˤ n		2146	t - qˤ - n -
18357	hebrew	(hop. part.) mixed	murbäkät	murbækæt	m u r b æ k æ t		2156	m u r - b æ k æ t
14048	hebrew	(hop. part.) twisted	mošzār	moʃzaːr	m o ʃ z aː r		1499	m o ʃ z aː - r - - -
9394	tigre	(horse) with a blaze and white hoofs	ḳärḥit	qˤærħit	qˤ æ r ħ i t		969	qˤ æ - r - - ħ i t -
18394	mehri	(horse, camel) to kick backwards, to trample	rəkūẓ̂	rəkuːẓ̂	r ə k uː ẓ̂		2162	- r ə k uː ẓ̂
3552	hebrew	(imp.) give	hab	hab	h a b		340	- - h a b -
8068	mandaic	(in k. anpia) nasal bone	kursiat	kursiat	k u r s i a t		845	k u r s i - - a t
16581	christianpalestinianaramaic	(ithpe.) to be broken	tbr	tbr	t b r		1881	t - - b - r - -
16567	christianpalestinianaramaic	(ithpe.) to be closed up, to be stuffed	skr	skr	s k r		1880	s - - k - r - - - -
16473	christianpalestinianaramaic	(ithpe.) to be saw	ˀntsr	ʔntsr	ʔ n t s r		1867	ʔ - n - t s - r - -
9960	jewishbabylonianaramaic	(itpe.) to become lame, to limp	ṭlˁ	tˤlʕ	tˤ l ʕ		1017	tˤ - - l - ʕ -
18197	jewishpalestinianaramaic	(itpe.) to consult, to reconsider	mlk	mlk	m l k		2127	m l - k
18198	jewishbabylonianaramaic	(itpe.) to consult; to reconsider	mlk	mlk	m l k		2127	m l - k
17802	christianpalestinianaramaic	(itpe.) to remember	dkr	dkr	d k r		2040	- - - d - - k - r - -
2498	ps	(jugular) vein, trachea	*warīd-	wariːd-	w a r iː d		192	w a - - r - iː - d -
1702	pws	(kind of small) bird	*ṣVp(p)Vr-	sˤ-p-r-	sˤ p r		106	sˤ - - p - r - - -
14856	akkadian	(kind of worms or larvae)	ḫarsapnu	xarsapnu	x a r s a p n u		1628	x a r s a p n u
4895	akkadian	(kind of) bat	arkabu	arkabu	a r k a b u		504	- a r k - a - b u - - - -
11829	pws	(kind of) bone	*ˁVṣ̂āṣ̂-/*ˁVṣ̂īṣ̂-	ʕ-ɬˤaːɬˤ-	ʕ ɬˤ aː ɬˤ		1218	ʕ - ɬˤ aː ɬˤ
17189	ps	(kind of) disease causing scales on the skin; leprosy	*š/sVl(V)ˁ-	ʃ	ʃ		1979	ʃ - - - - - -
9869	ps	(kind of) skin disease	*ṣVrnVˁ-at-	sˤ-rn-ʕ-at-	sˤ r n ʕ a t		1006	sˤ - r n - ʕ a t -
9898	ps	(kind of) skin disease	*bVhVḳ-	b-h-qˤ-	b h qˤ		1011	b - h - - qˤ - - - -
14912	pcs	(kind of) skin disease	*daran-	daran-	d a r a n		1638	d a r - - a n -
8658	ugaritic	(light war) chariot; chariot body	mrkbt	mrkbt	m r k b t		897	m - r - - k - b t - -
15948	pcs	(lock of) hair	*pawd-	pawd-	p a w d		1801	p a w d
4128	ps	(lock/tuft of) hair, curl, fleece	*ˁidḳ-	ʕidqˤ-	ʕ i d qˤ		392	ʕ i d qˤ - - -
15044	ps	(long) hair, mane	*ga/umm(-at-)-	ga	g a		1656	g a - - - -
15751	pcs	(long) nose, beak, trunk, etc.	*ḫarṭūm-	xartˤuːm-	x a r tˤ uː m		1775	x a r tˤ uː m -
6836	pc	(loose) skin, dewlap	*γār-	ɣaːr-	ɣ aː r		706	ɣ aː - - - r - -
17786	pcs	(male) genitalia	*zubb-	zubb-	z u b b		2039	z u b b - - -
5847	mehri	(male) lamb	kabŝ	kabɬ	k a b ɬ		600	k a b - ɬ -
5782	ps	(meaning is uncertain)	*parr(-at)-	parr-	p a r r		594	p a r r - -
6641	pws	(meaning is uncertain)	*rimm-at-	rimm-at-	r i m m a t		684	r i m m a t
15069	arealreconstruction	(meaning unknown)	*ˁḳw	ʕqˤw	ʕ qˤ w		1661	ʕ qˤ w
17738	sabaic	(military) clothing	ks₃wy	ks₃wj	k s ³ w j		2031	k - s - ³ w j
10286	jibbali	(milk) to begin turning into butter	hĩẓ̂	hĩẓ̂	h ĩ ẓ̂		1050	h - - ĩ - - - ẓ̂ -
15240	tigre	(muscles of the) neck	ǯärid	gærid	g æ r i d		1693	- - g æ r - i d
12512	hebrew	(nip.) be treated specially, be excellent	ply	plj	p l j		1292	p - l - j -
11107	hebrew	(nip.) to be defiled	ḥll	ħll	ħ l l		1135	- ħ - - l - l -
13003	hebrew	(nip.) to be entangled with one another, to wrestle; to be tortuous, astute	ptl	ptl	p t l		1329	p - - t - l - - - -
15762	hebrew	(nip.) to be gripped by a sudden fear; (pi.) to terrify, to frighten	bˁt	bʕt	b ʕ t		1777	b ʕ t
16563	hebrew	(nip.) to be obstructed	skr	skr	s k r		1880	s - - k - r - - - -
2430	hebrew	(nip.) to be reliable, faithful; (hip.) to have trust, to believe	ˀmn	ʔmn	ʔ m n		187	ʔ - - m - n - -
13216	hebrew	(nip.) to be ruined, spoiled	šḥt	ʃħt	ʃ ħ t		1353	- - ʃ - ħ - t -
15968	hebrew	(nip.) to be separated; (pi.) to split, to make a furrow	plg	plg	p l g		1805	- p - - l - g -
5264	hebrew	(nip.) to breathe freely, recover	npš	npʃ	n p ʃ		540	- - n - - p - ʃ - -
18194	hebrew	(nip.) to debate with someone, think over	mlk	mlk	m l k		2127	m l - k
13208	hebrew	(nip.) to hide oneself; (hip.) to hide	str	str	s t r		1352	s - t - r -
11597	hebrew	(nip.) to place onself; (hip.) to place, to set up	nṣb	nsˤb	n sˤ b		1197	n - sˤ - - b - -
162	hebrew	(nip., hip.) to provide drink for, to irrigate	šḳy	ʃqˤj	ʃ qˤ j		9	- - ʃ - qˤ - j -
13118	hertevin	(one single) hair	zapta	zapta	z a p t a		1341	z a - - p t a
16000	syriac	(pa.) emollivit, delectavit (to soften, delight)	pnḳ	pnqˤ	p n qˤ		1808	p n qˤ
10063	jewishpalestinianaramaic	(pa.) to become insane	šgˁ	ʃgʕ	ʃ g ʕ		1025	ʃ - - g - ʕ
9469	jewishpalestinianaramaic	(pa.) to bray	nhḳ	nhqˤ	n h qˤ		973	n - h - qˤ - - - -
10017	syriac	(pa.) to break wind	ˁrṭ	ʕrtˤ	ʕ r tˤ		1023	ʕ - r - tˤ -
12733	christianpalestinianaramaic	(pa.) to bring good tidings	bsr	bsr	b s r		1312	- - b - - s - r - - -
12734	jewishbabylonianaramaic	(pa.) to bring good tidings	bŝr	bɬr	b ɬ r		1312	- - b - - ɬ - r - - -
12732	jewishpalestinianaramaic	(pa.) to bring good tidings	bŝr	bɬr	b ɬ r		1312	- - b - - ɬ - r - - -
15474	jewishbabylonianaramaic	(pa.) to clarify	brr	brr	b r r		1739	- - - - b - r - - - r -
17733	christianpalestinianaramaic	(pa.) to cover	ksy	ksj	k s j		2031	k - s j - - -
17730	deiralla	(pa.) to cover	ksy	ksj	k s j		2031	k - s j - - -
17731	officialaramaic	(pa.) to cover	ksy	ksj	k s j		2031	k - s j - - -
1028	christianpalestinianaramaic	(pa.) to disperse, scatter	bdr	bdr	b d r		54	b - d - r
12715	jewishpalestinianaramaic	(pa.) to disperse, to scatter	bdd	bdd	b d d		1311	- b - d - - d -
3073	syriac	(pa.) to exalt; to raise up	ˁly	ʕlj	ʕ l j		268	ʕ - - l - j -
16095	syriac	(pa.) to examine, search	bḥn	bħn	b ħ n		1821	b ħ n
12156	jewishbabylonianaramaic	(pa.) to explain	byn	bjn	b j n		1252	- - b - - j - n - -
13065	syriac	(pa.) to explain, interpret; to declare; to translate	pšḳ	pʃqˤ	p ʃ qˤ		1333	p - - ʃ - qˤ -
16972	jewishpalestinianaramaic	(pa.) to explain, to interpret	bˀr	bʔr	b ʔ r		1943	b ʔ r
8528	syriac	(pa.) to gnaw	ˁrḳ	ʕrqˤ	ʕ r qˤ		879	ʕ r qˤ
13404	syriac	(pa.) to inflame, excite	bḥr	bħr	b ħ r		1381	- - b - ħ - - r -
11088	syriac	(pa.) to intone, sing responsively	ˁny	ʕnj	ʕ n j		1132	- ʕ - n j -
13066	mandaic	(pa.) to make clear, to interpret	pšḳ	pʃqˤ	p ʃ qˤ		1333	p - - ʃ - qˤ -
12157	syriac	(pa.) to make understand, teach	byn	bjn	b j n		1252	- - b - - j - n - -
8973	syriac	(pa.) to oppress	ˁwḳ	ʕwqˤ	ʕ w qˤ		932	ʕ - - w - qˤ -
6382	syriac	(pa.) to pillage, steal; to draw out, extract	ḥlṣ	ħlsˤ	ħ l sˤ		653	ħ - l - - - sˤ - -
17823	christianpalestinianaramaic	(pa.) to purify	dky	dkj	d k j		2041	d - - - k - j -
17822	jewishpalestinianaramaic	(pa.) to purify	dky	dkj	d k j		2041	d - - - k - j -
16420	christianpalestinianaramaic	(pa.) to purify, to sanctify	ḳdš	qˤdʃ	qˤ d ʃ		1864	qˤ - - d - ʃ - - -
3072	jewishbabylonianaramaic	(pa.) to raise the status of the price; improve	ˁly	ʕlj	ʕ l j		268	ʕ - - l - j -
3668	jewishbabylonianaramaic	(pa.) to remove, to take out	pny	pnj	p n j		347	- - p - - - - - n j - - -
16423	mandaic	(pa.) to sanctify	ḳdš	qˤdʃ	qˤ d ʃ		1864	qˤ - - d - ʃ - - -
16419	jewishpalestinianaramaic	(pa.) to sanctify, betroth, dedicate	ḳdš	qˤdʃ	qˤ d ʃ		1864	qˤ - - d - ʃ - - -
16422	syriac	(pa.) to sanctify, deem holy	ḳdš	qˤdʃ	qˤ d ʃ		1864	qˤ - - d - ʃ - - -
2888	jewishpalestinianaramaic	(pa.) to speak, say	mll	mll	m l l		251	m l l
16548	syriac	(pa.) to spin, weave	pšl	pʃl	p ʃ l		1877	p ʃ l
13967	jewishpalestinianaramaic	(pa.) to strike, clap hands	ṭpḥ	tˤpħ	tˤ p ħ		1481	tˤ - p - ħ -
2889	syriac	(pa.) to talk	mll	mll	m l l		251	m l l
11781	syriac	(pa., etpa.) to fornicate	zny	znj	z n j		1213	- z - n j - - -
1725	jewishpalestinianaramaic	(pa., itpa.) to augur	ṭyr	tˤjr	tˤ j r		107	tˤ - - - - j - r -
17619	hatran	(part of) building/construction	dyr	djr	d j r		2023	- d j - r - - -
17618	nabataean	(part of) building/construction	dyr	djr	d j r		2023	- d j - r - - -
10680	ps	(part or bone of the) leg of animal	*gVd-at-	g-d-at-	g d a t		1095	g - - - - d a t -
18307	biblicalaramaic	(pass.) to be impaled	zḳp	zqˤp	z qˤ p		2145	z - qˤ - p -
17736	mandaic	(pe.) to cover	ksa	ksa	k s a		2031	k - s a - - -
17589	mandaic	(pe.) to fasten, to join, to harness	ṣmd	sˤmd	sˤ m d		2021	- sˤ - - m - d -
11865	qatabanian	(phallus?) votive object	bḥt	bħt	b ħ t		1221	b - ħ t
7605	hebrew	(pi.) destroy	ḥlḳ	ħlqˤ	ħ l qˤ		794	ħ - - l - qˤ -
12355	hebrew	(pi.) to accept, to receive	ḳbl	qˤbl	qˤ b l		1276	- - qˤ - - b - l -
9159	hebrew	(pi.) to be pregnant, conceive	ḥbl	ħbl	ħ b l		950	- ħ - - b - l - -
16195	hebrew	(pi.) to bear firstfruits	bkr	bkr	b k r		1832	b - - k - r - - -
9034	hebrew	(pi.) to blind	ˁiwwēr	ʕiwweːr	ʕ i w w eː r		938	ʕ i w w eː r -
12953	hebrew	(pi.) to break open arable soil, to dig furrows	ptḥ	ptħ	p t ħ		1326	- p - - t - ħ -
12731	hebrew	(pi.) to bring good tidings	bšr	bʃr	b ʃ r		1312	- - b - - ʃ - r - - -
13788	hebrew	(pi.) to comfort; (nip.) to regret, to be sorry; to console oneself	nḥm	nħm	n ħ m		1440	n ħ m
3146	hebrew	(pi.) to count; to report, to tell	spr	spr	s p r		285	- - s p - r
17728	phoenician	(pi.) to cover	ksy	ksj	k s j		2031	k - s j - - -
12995	hebrew	(pi.) to engrave	ptḥ	ptħ	p t ħ		1328	p - t - ħ - -
16971	hebrew	(pi.) to explain, to elucidate	bˀr	bʔr	b ʔ r		1943	b ʔ r
10424	hebrew	(pi.) to fan, winnow, sift	npy	npj	n p j		1065	n - p - j - -
2817	hebrew	(pi.) to full, to clean	kbs	kbs	k b s		240	k - b - s
12425	hebrew	(pi.) to hasten; to fetch quickly	mhr	mhr	m h r		1284	- - m - - - h - - r - -
15997	hebrew	(pi.) to pamper, to spoil	pnḳ	pnqˤ	p n qˤ		1808	p n qˤ
